show_id,title,platform,genre,release_year,season_number,episode_number,episode_duration_min,pacing_score,hook_strength,dialogue_density,visual_intensity,avg_watch_percentage,pause_count,rewind_count,skip_intro,cognitive_load,attention_required,night_watch_safe,drop_off,drop_off_probability,retention_risk
63770,The Late Show with Stephen Colbert,fuboTV,Comedy,2015,1,180,45,7,5,high,9,52,2,4,1,7,high,0,0,0.521,medium
63770,The Late Show with Stephen Colbert,fuboTV,Comedy,2015,1,181,45,6,8,low,6,83,2,1,0,5,medium,0,0,0.277,low
63770,The Late Show with Stephen Colbert,fuboTV,Comedy,2015,1,182,45,8,6,medium,9,69,2,5,0,4,medium,1,0,0.34,medium
63770,The Late Show with Stephen Colbert,fuboTV,Comedy,2015,1,183,45,5,5,high,3,51,3,2,1,7,high,0,0,0.535,medium
63770,The Late Show with Stephen Colbert,fuboTV,Comedy,2015,1,184,45,5,4,high,5,48,7,0,1,7,high,0,1,0.604,high
63770,The Late Show with Stephen Colbert,fuboTV,Comedy,2015,1,185,45,5,4,high,9,47,0,3,1,7,high,0,0,0.538,medium
63770,The Late Show with Stephen Colbert,fuboTV,Comedy,2015,1,186,45,7,5,low,8,63,2,1,1,5,medium,0,0,0.412,medium
63770,The Late Show with Stephen Colbert,fuboTV,Comedy,2015,1,187,45,6,5,medium,8,63,2,3,1,5,medium,0,0,0.412,medium
63770,The Late Show with Stephen Colbert,fuboTV,Comedy,2015,1,188,45,7,7,medium,6,70,3,3,0,5,medium,0,0,0.36,medium
63770,The Late Show with Stephen Colbert,fuboTV,Comedy,2015,1,189,45,6,4,high,7,53,3,4,1,7,high,0,0,0.541,medium
63770,The Late Show with Stephen Colbert,fuboTV,Comedy,2015,1,190,45,6,7,low,5,64,3,3,0,5,medium,0,0,0.387,medium
63770,The Late Show with Stephen Colbert,fuboTV,Comedy,2015,1,191,45,8,4,low,3,69,1,2,1,4,medium,1,0,0.36,medium
63770,The Late Show with Stephen Colbert,fuboTV,Comedy,2015,1,192,45,7,5,medium,6,73,1,2,1,5,medium,0,0,0.357,medium
63770,The Late Show with Stephen Colbert,fuboTV,Comedy,2015,1,193,45,5,5,high,6,55,4,1,1,7,high,0,0,0.527,medium
63770,The Late Show with Stephen Colbert,fuboTV,Comedy,2015,1,194,45,7,7,low,4,77,6,1,0,5,medium,0,0,0.358,medium
63770,The Late Show with Stephen Colbert,fuboTV,Comedy,2015,1,195,45,7,3,low,5,54,5,1,1,5,medium,0,0,0.512,medium
63770,The Late Show with Stephen Colbert,fuboTV,Comedy,2015,1,196,45,8,7,high,6,63,3,1,0,6,medium,0,0,0.421,medium
63770,The Late Show with Stephen Colbert,fuboTV,Comedy,2015,1,197,45,7,4,low,4,51,3,0,1,5,medium,0,0,0.491,medium
63770,The Late Show with Stephen Colbert,fuboTV,Comedy,2015,1,198,45,5,5,low,7,71,2,1,1,5,medium,0,0,0.376,medium
63770,The Late Show with Stephen Colbert,fuboTV,Comedy,2015,1,199,45,7,5,low,6,61,1,2,1,5,medium,0,0,0.411,medium
63770,The Late Show with Stephen Colbert,fuboTV,Comedy,2015,1,200,45,8,8,medium,6,82,3,3,0,4,medium,1,0,0.261,low
63770,The Late Show with Stephen Colbert,fuboTV,Comedy,2015,1,201,45,5,7,low,3,62,2,0,0,5,medium,0,0,0.386,medium
63770,The Late Show with Stephen Colbert,fuboTV,Comedy,2015,1,202,45,7,7,low,3,73,3,3,0,5,medium,0,0,0.347,medium
1438,The Wire,HBO Max,Crime,2002,1,1,63,4,10,high,7,53,3,0,0,9,high,0,0,0.512,medium
1438,The Wire,HBO Max,Crime,2002,1,2,58,7,4,low,5,54,3,3,1,5,medium,0,0,0.477,medium
1438,The Wire,HBO Max,Crime,2002,1,3,56,5,7,low,5,58,4,3,0,5,medium,0,0,0.424,medium
1438,The Wire,HBO Max,Crime,2002,1,4,60,4,3,medium,4,41,2,3,1,7,high,0,1,0.601,high
1438,The Wire,HBO Max,Crime,2002,1,5,60,7,6,high,6,54,2,1,0,7,high,0,0,0.497,medium
1438,The Wire,HBO Max,Crime,2002,1,6,60,5,8,low,9,73,2,3,0,5,medium,0,0,0.322,medium
1438,The Wire,HBO Max,Crime,2002,1,7,60,4,6,high,3,44,3,1,0,9,high,0,1,0.612,high
1438,The Wire,HBO Max,Crime,2002,1,8,57,7,3,low,7,54,0,3,1,5,medium,0,0,0.462,medium
1438,The Wire,HBO Max,Crime,2002,1,9,57,7,8,high,5,80,8,2,0,7,high,0,0,0.41,medium
1438,The Wire,HBO Max,Crime,2002,1,10,56,7,5,low,5,62,3,1,1,5,medium,0,0,0.426,medium
1438,The Wire,HBO Max,Crime,2002,1,11,57,7,3,medium,8,57,1,1,1,5,medium,0,0,0.459,medium
1438,The Wire,HBO Max,Crime,2002,1,12,57,4,4,medium,9,42,4,2,1,7,high,0,1,0.601,high
1438,The Wire,HBO Max,Crime,2002,1,13,66,5,4,high,3,49,7,0,1,7,high,0,0,0.599,medium
655,Star Trek: The Next Generation,Paramount Plus Apple TV Channel ,Sci-Fi & Fantasy,1987,1,1,91,6,7,low,8,60,5,5,0,5,medium,0,0,0.425,medium
655,Star Trek: The Next Generation,Paramount Plus Apple TV Channel ,Sci-Fi & Fantasy,1987,1,2,46,5,3,medium,3,47,0,2,1,5,medium,0,0,0.493,medium
655,Star Trek: The Next Generation,Paramount Plus Apple TV Channel ,Sci-Fi & Fantasy,1987,1,3,46,4,4,low,3,46,4,1,1,7,high,0,0,0.583,medium
655,Star Trek: The Next Generation,Paramount Plus Apple TV Channel ,Sci-Fi & Fantasy,1987,1,4,46,5,7,medium,9,51,1,4,0,5,medium,0,0,0.425,medium
655,Star Trek: The Next Generation,Paramount Plus Apple TV Channel ,Sci-Fi & Fantasy,1987,1,5,46,6,8,high,5,62,0,0,0,7,high,0,0,0.411,medium
655,Star Trek: The Next Generation,Paramount Plus Apple TV Channel ,Sci-Fi & Fantasy,1987,1,6,46,4,8,medium,9,69,6,3,0,7,high,0,0,0.44,medium
655,Star Trek: The Next Generation,Paramount Plus Apple TV Channel ,Sci-Fi & Fantasy,1987,1,7,46,5,4,medium,8,55,1,3,1,5,medium,0,0,0.453,medium
655,Star Trek: The Next Generation,Paramount Plus Apple TV Channel ,Sci-Fi & Fantasy,1987,1,8,46,4,3,medium,9,47,6,4,1,7,high,0,1,0.613,high
655,Star Trek: The Next Generation,Paramount Plus Apple TV Channel ,Sci-Fi & Fantasy,1987,1,9,46,5,3,medium,6,60,3,1,1,5,medium,0,0,0.465,medium
655,Star Trek: The Next Generation,Paramount Plus Apple TV Channel ,Sci-Fi & Fantasy,1987,1,10,46,7,3,low,5,59,5,3,1,5,medium,0,0,0.489,medium
655,Star Trek: The Next Generation,Paramount Plus Apple TV Channel ,Sci-Fi & Fantasy,1987,1,11,46,4,5,medium,8,40,3,4,1,7,high,0,0,0.585,medium
655,Star Trek: The Next Generation,Paramount Plus Apple TV Channel ,Sci-Fi & Fantasy,1987,1,12,46,5,3,low,9,54,1,1,1,5,medium,0,0,0.472,medium
655,Star Trek: The Next Generation,Paramount Plus Apple TV Channel ,Sci-Fi & Fantasy,1987,1,13,46,7,6,low,4,82,3,1,0,5,medium,0,0,0.321,medium
655,Star Trek: The Next Generation,Paramount Plus Apple TV Channel ,Sci-Fi & Fantasy,1987,1,14,46,5,4,low,9,55,2,2,1,5,medium,0,0,0.463,medium
655,Star Trek: The Next Generation,Paramount Plus Apple TV Channel ,Sci-Fi & Fantasy,1987,1,15,46,5,5,low,3,56,0,2,1,5,medium,0,0,0.423,medium
655,Star Trek: The Next Generation,Paramount Plus Apple TV Channel ,Sci-Fi & Fantasy,1987,1,16,46,6,4,high,4,56,1,1,1,7,high,0,0,0.508,medium
655,Star Trek: The Next Generation,Paramount Plus Apple TV Channel ,Sci-Fi & Fantasy,1987,1,17,46,5,8,low,3,65,2,3,0,5,medium,0,0,0.357,medium
655,Star Trek: The Next Generation,Paramount Plus Apple TV Channel ,Sci-Fi & Fantasy,1987,1,18,46,6,6,low,8,56,5,0,0,5,medium,0,0,0.458,medium
655,Star Trek: The Next Generation,Paramount Plus Apple TV Channel ,Sci-Fi & Fantasy,1987,1,19,46,4,3,high,8,35,4,0,1,9,high,0,1,0.708,high
655,Star Trek: The Next Generation,Paramount Plus Apple TV Channel ,Sci-Fi & Fantasy,1987,1,20,46,4,3,low,9,40,10,1,1,7,high,0,1,0.685,high
655,Star Trek: The Next Generation,Paramount Plus Apple TV Channel ,Sci-Fi & Fantasy,1987,1,21,46,5,5,high,5,50,6,2,1,7,high,0,0,0.57,medium
655,Star Trek: The Next Generation,Paramount Plus Apple TV Channel ,Sci-Fi & Fantasy,1987,1,22,46,5,4,high,3,45,4,0,1,7,high,0,0,0.588,medium
655,Star Trek: The Next Generation,Paramount Plus Apple TV Channel ,Sci-Fi & Fantasy,1987,1,23,46,5,4,high,4,52,4,1,1,7,high,0,0,0.556,medium
655,Star Trek: The Next Generation,Paramount Plus Apple TV Channel ,Sci-Fi & Fantasy,1987,1,24,46,6,4,high,6,55,5,3,1,7,high,0,0,0.552,medium
655,Star Trek: The Next Generation,Paramount Plus Apple TV Channel ,Sci-Fi & Fantasy,1987,1,25,46,4,4,low,4,39,5,5,1,7,high,0,1,0.625,high
94997,House of the Dragon,HBO Max,Sci-Fi & Fantasy,2022,1,1,66,6,7,medium,8,72,2,3,0,5,medium,0,0,0.341,medium
94997,House of the Dragon,HBO Max,Sci-Fi & Fantasy,2022,1,2,54,6,5,low,4,59,3,0,1,5,medium,0,0,0.44,medium
94997,House of the Dragon,HBO Max,Sci-Fi & Fantasy,2022,1,3,64,6,4,high,6,42,0,8,1,7,high,0,0,0.561,medium
94997,House of the Dragon,HBO Max,Sci-Fi & Fantasy,2022,1,4,63,6,5,high,6,43,3,1,1,7,high,0,0,0.572,medium
94997,House of the Dragon,HBO Max,Sci-Fi & Fantasy,2022,1,5,60,7,3,low,5,63,1,1,1,5,medium,0,0,0.431,medium
94997,House of the Dragon,HBO Max,Sci-Fi & Fantasy,2022,1,6,68,7,6,low,5,68,3,1,0,5,medium,0,0,0.384,medium
94997,House of the Dragon,HBO Max,Sci-Fi & Fantasy,2022,1,7,59,5,8,low,8,67,2,5,0,5,medium,0,0,0.348,medium
94997,House of the Dragon,HBO Max,Sci-Fi & Fantasy,2022,1,8,68,6,4,medium,9,55,1,2,1,5,medium,0,0,0.453,medium
94997,House of the Dragon,HBO Max,Sci-Fi & Fantasy,2022,1,9,58,7,8,high,6,67,8,3,0,7,high,0,0,0.468,medium
94997,House of the Dragon,HBO Max,Sci-Fi & Fantasy,2022,1,10,60,5,5,high,7,54,1,3,1,7,high,0,0,0.502,medium
94997,House of the Dragon,HBO Max,Sci-Fi & Fantasy,2022,1,1,66,6,6,high,6,56,2,3,0,7,high,0,0,0.488,medium
94997,House of the Dragon,HBO Max,Sci-Fi & Fantasy,2022,1,2,54,5,5,medium,9,64,3,3,1,5,medium,0,0,0.417,medium
94997,House of the Dragon,HBO Max,Sci-Fi & Fantasy,2022,1,3,64,4,5,high,4,41,4,3,1,9,high,0,1,0.651,high
94997,House of the Dragon,HBO Max,Sci-Fi & Fantasy,2022,1,4,63,7,6,medium,9,73,5,4,0,5,medium,0,0,0.382,medium
94997,House of the Dragon,HBO Max,Sci-Fi & Fantasy,2022,1,5,60,6,7,low,5,76,3,0,0,5,medium,0,0,0.333,medium
94997,House of the Dragon,HBO Max,Sci-Fi & Fantasy,2022,1,6,68,7,6,low,5,75,2,0,0,5,medium,0,0,0.343,medium
94997,House of the Dragon,HBO Max,Sci-Fi & Fantasy,2022,1,7,59,5,8,high,3,62,2,3,0,7,high,0,0,0.431,medium
94997,House of the Dragon,HBO Max,Sci-Fi & Fantasy,2022,1,8,68,7,6,medium,3,67,3,0,0,5,medium,0,0,0.388,medium
94997,House of the Dragon,HBO Max,Sci-Fi & Fantasy,2022,1,9,58,6,6,medium,4,72,3,1,0,5,medium,0,0,0.366,medium
94997,House of the Dragon,HBO Max,Sci-Fi & Fantasy,2022,1,10,60,5,6,high,8,48,1,1,0,7,high,0,0,0.514,medium
1403,Marvel's Agents of S.H.I.E.L.D.,Disney+,Drama,2013,1,1,45,5,6,medium,6,67,3,3,0,5,medium,0,0,0.388,medium
1403,Marvel's Agents of S.H.I.E.L.D.,Disney+,Drama,2013,1,2,42,5,6,medium,8,64,6,2,0,5,medium,0,0,0.432,medium
1403,Marvel's Agents of S.H.I.E.L.D.,Disney+,Drama,2013,1,3,44,5,8,low,5,71,1,1,0,5,medium,0,0,0.321,medium
1403,Marvel's Agents of S.H.I.E.L.D.,Disney+,Drama,2013,1,4,43,4,7,high,8,47,5,2,0,9,high,0,1,0.604,high
1403,Marvel's Agents of S.H.I.E.L.D.,Disney+,Drama,2013,1,5,43,6,4,high,9,51,1,1,1,7,high,0,0,0.53,medium
1403,Marvel's Agents of S.H.I.E.L.D.,Disney+,Drama,2013,1,6,43,5,8,low,4,65,2,2,0,5,medium,0,0,0.357,medium
1403,Marvel's Agents of S.H.I.E.L.D.,Disney+,Drama,2013,1,7,43,5,4,high,9,54,7,5,1,7,high,0,0,0.577,medium
1403,Marvel's Agents of S.H.I.E.L.D.,Disney+,Drama,2013,1,8,43,6,6,high,4,59,3,4,0,7,high,0,0,0.485,medium
1403,Marvel's Agents of S.H.I.E.L.D.,Disney+,Drama,2013,1,9,44,5,3,medium,6,49,6,2,1,5,medium,0,0,0.544,medium
1403,Marvel's Agents of S.H.I.E.L.D.,Disney+,Drama,2013,1,10,42,3,4,high,6,35,5,2,1,9,high,0,1,0.703,high
1403,Marvel's Agents of S.H.I.E.L.D.,Disney+,Drama,2013,1,11,43,6,4,high,8,50,3,1,1,7,high,0,0,0.555,medium
1403,Marvel's Agents of S.H.I.E.L.D.,Disney+,Drama,2013,1,12,44,4,5,medium,4,39,1,1,1,7,high,0,0,0.57,medium
1403,Marvel's Agents of S.H.I.E.L.D.,Disney+,Drama,2013,1,13,43,5,6,high,5,46,2,3,0,7,high,0,0,0.533,medium
1403,Marvel's Agents of S.H.I.E.L.D.,Disney+,Drama,2013,1,14,43,6,4,high,7,45,5,2,1,7,high,0,0,0.598,medium
1403,Marvel's Agents of S.H.I.E.L.D.,Disney+,Drama,2013,1,15,44,3,6,low,6,49,7,3,0,7,high,0,0,0.57,medium
1403,Marvel's Agents of S.H.I.E.L.D.,Disney+,Drama,2013,1,16,42,4,5,high,6,36,2,3,1,9,high,0,1,0.653,high
1403,Marvel's Agents of S.H.I.E.L.D.,Disney+,Drama,2013,1,17,44,4,7,high,9,43,4,2,0,9,high,0,1,0.612,high
1403,Marvel's Agents of S.H.I.E.L.D.,Disney+,Drama,2013,1,18,44,3,6,low,5,47,2,1,0,7,high,0,0,0.528,medium
1403,Marvel's Agents of S.H.I.E.L.D.,Disney+,Drama,2013,1,19,43,4,8,high,3,50,7,1,0,9,high,0,0,0.595,medium
1403,Marvel's Agents of S.H.I.E.L.D.,Disney+,Drama,2013,1,20,44,3,6,high,8,39,4,3,0,9,high,0,1,0.645,high
1403,Marvel's Agents of S.H.I.E.L.D.,Disney+,Drama,2013,1,21,43,4,8,medium,3,54,6,2,0,7,high,0,0,0.507,medium
1403,Marvel's Agents of S.H.I.E.L.D.,Disney+,Drama,2013,1,22,43,3,4,low,6,33,1,0,1,7,high,0,1,0.611,high
2004,Malcolm in the Middle,Disney+,Comedy,2000,1,1,22,6,8,low,6,71,4,4,0,5,medium,0,0,0.351,medium
2004,Malcolm in the Middle,Disney+,Comedy,2000,1,2,22,5,6,high,4,56,3,1,0,7,high,0,0,0.498,medium
2004,Malcolm in the Middle,Disney+,Comedy,2000,1,3,22,5,3,medium,7,52,1,3,1,5,medium,0,0,0.481,medium
2004,Malcolm in the Middle,Disney+,Comedy,2000,1,4,22,8,6,high,8,67,6,1,0,6,medium,0,0,0.449,medium
2004,Malcolm in the Middle,Disney+,Comedy,2000,1,5,22,5,7,low,6,66,2,1,0,5,medium,0,0,0.368,medium
2004,Malcolm in the Middle,Disney+,Comedy,2000,1,6,22,7,7,low,3,70,3,0,0,5,medium,0,0,0.36,medium
2004,Malcolm in the Middle,Disney+,Comedy,2000,1,7,22,6,3,medium,6,55,3,0,1,5,medium,0,0,0.487,medium
2004,Malcolm in the Middle,Disney+,Comedy,2000,1,8,22,6,7,medium,9,67,0,0,0,5,medium,0,0,0.343,medium
2004,Malcolm in the Middle,Disney+,Comedy,2000,1,9,22,8,6,low,5,89,3,0,0,4,medium,1,0,0.259,low
2004,Malcolm in the Middle,Disney+,Comedy,2000,1,10,22,7,4,high,7,54,4,3,1,7,high,0,0,0.547,medium
2004,Malcolm in the Middle,Disney+,Comedy,2000,1,11,22,6,6,high,5,66,3,3,0,7,high,0,0,0.453,medium
2004,Malcolm in the Middle,Disney+,Comedy,2000,1,12,22,7,6,low,9,63,5,2,0,5,medium,0,0,0.426,medium
2004,Malcolm in the Middle,Disney+,Comedy,2000,1,13,22,6,7,low,6,79,1,0,0,5,medium,0,0,0.299,low
2004,Malcolm in the Middle,Disney+,Comedy,2000,1,14,22,6,8,high,9,73,2,2,0,7,high,0,0,0.382,medium
2004,Malcolm in the Middle,Disney+,Comedy,2000,1,15,22,7,3,low,6,51,3,1,1,5,medium,0,0,0.505,medium
2004,Malcolm in the Middle,Disney+,Comedy,2000,1,16,22,7,7,high,3,61,4,0,0,7,high,0,0,0.471,medium
85077,The Chosen,Prime Video,Drama,2019,1,1,55,3,6,high,6,39,7,2,0,9,high,0,1,0.674,high
85077,The Chosen,Prime Video,Drama,2019,1,2,38,6,8,medium,7,76,5,3,0,5,medium,0,0,0.338,medium
85077,The Chosen,Prime Video,Drama,2019,1,3,29,6,3,high,6,40,4,1,1,7,high,0,1,0.625,high
85077,The Chosen,Prime Video,Drama,2019,1,4,47,6,8,low,6,75,0,2,0,5,medium,0,0,0.292,low
85077,The Chosen,Prime Video,Drama,2019,1,5,53,4,4,medium,4,42,6,3,1,7,high,0,1,0.621,high
85077,The Chosen,Prime Video,Drama,2019,1,6,50,3,3,low,6,28,4,3,1,7,high,0,1,0.679,high
85077,The Chosen,Prime Video,Drama,2019,1,7,36,3,4,medium,9,43,3,2,1,7,high,0,0,0.587,medium
85077,The Chosen,Prime Video,Drama,2019,1,8,56,3,3,medium,9,33,2,2,1,7,high,0,1,0.636,high
1435,The Good Wife,Paramount Plus Apple TV Channel ,Drama,2009,1,1,43,4,9,high,5,44,6,3,0,9,high,0,0,0.597,medium
1435,The Good Wife,Paramount Plus Apple TV Channel ,Drama,2009,1,2,43,3,3,low,4,34,1,2,1,7,high,0,1,0.622,high
1435,The Good Wife,Paramount Plus Apple TV Channel ,Drama,2009,1,3,43,4,5,medium,4,42,2,2,1,7,high,0,0,0.566,medium
1435,The Good Wife,Paramount Plus Apple TV Channel ,Drama,2009,1,4,43,6,8,medium,9,65,0,2,0,5,medium,0,0,0.337,medium
1435,The Good Wife,Paramount Plus Apple TV Channel ,Drama,2009,1,5,43,6,8,low,8,83,5,2,0,5,medium,0,0,0.306,medium
1435,The Good Wife,Paramount Plus Apple TV Channel ,Drama,2009,1,6,43,5,7,low,5,64,0,2,0,5,medium,0,0,0.357,medium
1435,The Good Wife,Paramount Plus Apple TV Channel ,Drama,2009,1,7,43,3,7,high,9,35,0,4,0,9,high,0,1,0.608,high
1435,The Good Wife,Paramount Plus Apple TV Channel ,Drama,2009,1,8,43,5,3,high,3,40,3,0,1,7,high,0,1,0.615,high
1435,The Good Wife,Paramount Plus Apple TV Channel ,Drama,2009,1,9,43,3,6,medium,7,51,5,2,0,7,high,0,0,0.54,medium
1435,The Good Wife,Paramount Plus Apple TV Channel ,Drama,2009,1,10,43,4,3,low,5,30,2,2,1,7,high,0,1,0.65,high
1435,The Good Wife,Paramount Plus Apple TV Channel ,Drama,2009,1,11,43,3,3,medium,3,38,4,0,1,7,high,0,1,0.634,high
1435,The Good Wife,Paramount Plus Apple TV Channel ,Drama,2009,1,12,43,5,7,high,8,59,1,3,0,7,high,0,0,0.45,medium
1435,The Good Wife,Paramount Plus Apple TV Channel ,Drama,2009,1,13,43,3,3,low,9,31,6,3,1,7,high,0,1,0.685,high
1435,The Good Wife,Paramount Plus Apple TV Channel ,Drama,2009,1,14,43,5,8,low,3,72,4,1,0,5,medium,0,0,0.346,medium
1435,The Good Wife,Paramount Plus Apple TV Channel ,Drama,2009,1,15,43,4,7,high,9,45,2,1,0,9,high,0,0,0.583,medium
1435,The Good Wife,Paramount Plus Apple TV Channel ,Drama,2009,1,16,43,6,6,low,6,66,4,1,0,5,medium,0,0,0.403,medium
1435,The Good Wife,Paramount Plus Apple TV Channel ,Drama,2009,1,17,43,3,8,low,7,59,4,3,0,7,high,0,0,0.465,medium
1435,The Good Wife,Paramount Plus Apple TV Channel ,Drama,2009,1,18,43,3,4,medium,4,44,4,2,1,7,high,0,0,0.592,medium
1435,The Good Wife,Paramount Plus Apple TV Channel ,Drama,2009,1,19,43,3,4,medium,7,43,5,1,1,7,high,0,1,0.607,high
1435,The Good Wife,Paramount Plus Apple TV Channel ,Drama,2009,1,20,43,5,5,high,5,54,1,1,1,7,high,0,0,0.502,medium
1435,The Good Wife,Paramount Plus Apple TV Channel ,Drama,2009,1,21,43,4,3,low,5,48,4,0,1,7,high,0,0,0.589,medium
1435,The Good Wife,Paramount Plus Apple TV Channel ,Drama,2009,1,22,43,4,3,medium,3,46,6,2,1,7,high,0,1,0.618,high
1435,The Good Wife,Paramount Plus Apple TV Channel ,Drama,2009,1,23,43,6,7,high,3,53,2,4,0,7,high,0,0,0.486,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,1,24,4,6,high,6,36,4,2,0,9,high,0,1,0.658,high
42912,Inazuma Eleven,Disney+,Animation,2008,1,2,24,4,3,medium,9,46,1,1,1,7,high,0,0,0.568,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,3,24,7,3,high,3,47,4,2,1,7,high,0,0,0.594,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,4,24,7,3,low,4,49,1,3,1,5,medium,0,0,0.494,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,5,24,4,7,high,5,37,3,0,0,9,high,0,1,0.629,high
42912,Inazuma Eleven,Disney+,Animation,2008,1,6,24,4,4,medium,6,45,0,2,1,7,high,0,0,0.547,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,7,24,4,4,high,7,29,6,3,1,9,high,0,1,0.74,high
42912,Inazuma Eleven,Disney+,Animation,2008,1,8,24,4,5,low,3,54,4,1,1,7,high,0,0,0.532,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,9,24,5,7,medium,9,69,2,6,0,5,medium,0,0,0.355,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,10,24,6,5,low,6,58,1,3,1,5,medium,0,0,0.424,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,11,24,4,7,low,6,62,3,3,0,7,high,0,0,0.456,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,12,24,7,7,medium,6,73,1,2,0,5,medium,0,0,0.327,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,13,24,7,5,medium,4,65,1,1,1,5,medium,0,0,0.393,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,14,24,4,4,high,9,43,5,3,1,9,high,0,1,0.667,high
42912,Inazuma Eleven,Disney+,Animation,2008,1,15,24,4,3,high,6,41,4,3,1,9,high,0,1,0.681,high
42912,Inazuma Eleven,Disney+,Animation,2008,1,16,24,6,7,low,8,76,1,2,0,5,medium,0,0,0.313,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,17,24,7,3,high,5,50,4,2,1,7,high,0,0,0.58,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,18,24,5,4,high,4,50,0,3,1,7,high,0,0,0.525,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,19,24,4,5,medium,3,41,7,0,1,7,high,0,1,0.62,high
42912,Inazuma Eleven,Disney+,Animation,2008,1,20,24,4,8,low,3,56,4,3,0,7,high,0,0,0.478,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,21,24,6,4,medium,3,65,4,2,1,5,medium,0,0,0.438,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,22,24,7,7,high,6,61,2,2,0,7,high,0,0,0.451,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,23,24,5,6,low,6,66,1,2,0,5,medium,0,0,0.373,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,24,24,6,5,medium,4,64,1,2,1,5,medium,0,0,0.397,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,25,24,6,4,high,6,50,3,3,1,7,high,0,0,0.555,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,26,24,6,3,low,4,60,5,0,1,5,medium,0,0,0.485,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,27,24,6,5,medium,8,58,0,8,1,5,medium,0,0,0.414,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,28,24,4,8,medium,7,47,3,3,0,7,high,0,0,0.508,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,29,24,6,7,high,5,61,0,3,0,7,high,0,0,0.43,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,30,24,7,6,high,5,64,6,3,0,7,high,0,0,0.492,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,31,24,5,3,low,5,52,3,0,1,5,medium,0,0,0.501,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,32,24,4,7,high,8,46,0,3,0,9,high,0,0,0.558,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,33,24,6,6,medium,5,74,1,1,0,5,medium,0,0,0.337,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,34,24,7,4,medium,5,60,6,3,1,5,medium,0,0,0.48,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,35,24,6,4,low,6,57,4,0,1,5,medium,0,0,0.474,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,36,24,4,6,low,6,50,3,0,0,7,high,0,0,0.525,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,37,24,7,4,high,5,51,2,1,1,7,high,0,0,0.54,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,38,24,7,5,low,5,67,1,2,1,5,medium,0,0,0.384,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,39,24,7,3,medium,3,48,2,0,1,5,medium,0,0,0.509,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,40,24,4,3,medium,9,39,5,1,1,7,high,0,1,0.64,high
42912,Inazuma Eleven,Disney+,Animation,2008,1,41,24,6,3,low,3,51,1,0,1,5,medium,0,0,0.485,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,42,24,7,7,high,6,72,1,0,0,7,high,0,0,0.391,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,43,24,5,5,low,9,71,0,2,1,5,medium,0,0,0.356,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,44,24,7,3,low,3,55,1,1,1,5,medium,0,0,0.467,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,45,24,7,6,high,7,53,4,1,0,7,high,0,0,0.521,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,46,24,4,8,medium,9,51,6,4,0,7,high,0,0,0.52,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,47,24,4,6,low,7,48,4,3,0,7,high,0,0,0.544,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,48,24,5,3,medium,6,51,4,0,1,5,medium,0,0,0.515,medium
42912,Inazuma Eleven,Disney+,Animation,2008,1,49,24,5,4,high,8,37,4,2,1,7,high,0,1,0.624,high
42912,Inazuma Eleven,Disney+,Animation,2008,1,50,24,4,3,medium,9,40,4,1,1,7,high,0,1,0.625,high
